Product name,Original Price,Discount,Price After Discount,Ratings
"Redmi 3S Prime (Dark Grey, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.3
"Redmi 3S Prime (Gold, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.3
"Redmi 5 (Gold, 32 GB)  (3 GB RAM)",N/A,N/A,"₹9,999",4.3
"Redmi Note 5 (Gold, 64 GB)  (4 GB RAM)",N/A,62% off,"₹11,999",4.4
"Redmi 7 (Comet Blue, 32 GB)  (3 GB RAM)","₹10,990",18% off,"₹8,990",4.4
"Redmi 5 (Lake Blue, 64 GB)  (4 GB RAM)","₹11,999",29% off,"₹8,499",4.3
"Redmi 6A (Grey, 32 GB)  (3 GB RAM)","₹9,999",38% off,"₹6,100",2.6
"13 pro (Ceramic White, 256 GB)  (12 GB RAM)","₹89,999",16% off,"₹74,990",4.3
"13 pro (Ceramic Black, 256 GB)  (12 GB RAM)",N/A,N/A,"₹89,999",4.3
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)  (6 GB RAM)","₹31,999",34% off,"₹20,999",4.2
"Xiaomi 11Lite NE (Diamond Dazzle, 128 GB)  (8 GB RAM)","₹33,999",36% off,"₹21,460",4.3
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)  (6 GB RAM)","₹31,999",15% off,"₹26,999",4.2
"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)  (8 GB RAM)","₹33,999",14% off,"₹28,999",4.2
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)  (8 GB RAM)","₹33,999",14% off,"₹28,999",4.2
"Redmi Note 6 Pro (Blue, 64 GB)  (6 GB RAM)",N/A,33% off,"₹17,999",4.5
"Redmi 6A (Black, 32 GB)  (2 GB RAM)","₹7,999",12% off,"₹6,999",4.3
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)  (6 GB RAM)","₹31,999",15% off,"₹26,999",4.2
"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)  (8 GB RAM)","₹33,999",14% off,"₹28,999",4.2
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)  (8 GB RAM)","₹33,999",14% off,"₹28,999",4.2
"Redmi Note 6 Pro (Blue, 64 GB)  (6 GB RAM)",N/A,33% off,"₹17,999",4.5
"Redmi Note 7 Pro (Moonlight White, 128 GB)  (6 GB RAM)",N/A,33% off,"₹17,999",4.5
"Mi 10T (Lunar Silver, 128 GB)  (6 GB RAM)","₹39,999",10% off,"₹35,999",4.2
"Xiaomi 14 Ultra (White, 512 GB)  (16 GB RAM)","₹1,19,999",16% off,"₹99,999",4.5
"Redmi Note 9 Pro (Interstellar Black, 64 GB)  (4 GB RAM)",N/A,N/A,"₹13,590",4.3
"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)  (8 GB RAM)","₹33,999",14% off,"₹28,999",4.2
"Redmi Note 7S (Ruby Red, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.4
"Redmi Note 9 Pro (Champagne Gold, 128 GB)  (4 GB RAM)",N/A,N/A,"₹14,640",4.3
"Redmi Note 9 Pro (Champagne Gold, 64 GB)  (4 GB RAM)",N/A,N/A,"₹13,690",4.3
"Redmi Note 9 Pro (Aurora Blue, 128 GB)  (4 GB RAM)",N/A,N/A,"₹14,199",4.3
"Mi Max (Gold, 32 GB)  (3 GB RAM)",N/A,55% off,"₹14,999",4.3
"Redmi Note 9 Pro (Champagne Gold, 128 GB)  (6 GB RAM)",N/A,N/A,"₹19,999",4.3
"Redmi Note 3 (Gold, 32 GB)  (3 GB RAM)","₹8,999",11% off,"₹7,999",4.3
"Redmi K20 Pro (Glacier Blue, 256 GB)  (8 GB RAM)",N/A,22% off,"₹31,999",4.5
"Redmi Note 8 (Moonlight White, 128 GB)  (6 GB RAM)",N/A,30% off,"₹15,999",4.4
"Redmi Note 11 PRO Plus 5G (Mirage Blue, 128 GB)  (8 GB RAM)",N/A,N/A,"₹21,867",4.2
"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)  (8 GB RAM)","₹26,051",19% off,"₹21,099",4.2
"Redmi Note 11 PRO Plus 5G (Mirage Blue, 256 GB)  (8 GB RAM)",N/A,N/A,"₹22,999",4.2
"Mi A3 (Kind of Grey, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.3
"Redmi Note 7 Pro (Space Black, 128 GB)  (6 GB RAM)",N/A,N/A,"₹13,999",4.5
"Redmi Note 9 Pro (Glacier White, 128 GB)  (4 GB RAM)",N/A,N/A,"₹15,490",4.3
"Redmi 8A Dual (Sky White, 64 GB)  (3 GB RAM)",N/A,50% off,"₹9,999",4.2
"Redmi 7 (Lunar Red, 32 GB)  (2 GB RAM)",N/A,N/A,"₹8,998",4.3
"REDMI Note 11 Pro (Stealth Black, 128 GB)  (6 GB RAM)","₹21,999",20% off,"₹17,490",4.2
"Redmi 2 Prime (Grey, 16 GB)  (2 GB RAM)",N/A,64% off,"₹6,999",4.3
"Redmi 2 Prime (White, 16 GB)  (2 GB RAM)",N/A,64% off,"₹6,999",4.3
"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)  (8 GB RAM)",N/A,1% off,"₹21,483",4.2
"Xiaomi 12 Pro 5G (Opera Mauve, 256 GB)  (8 GB RAM)",N/A,N/A,"₹79,999",4.1
"Redmi Note 7 Pro (Nebula Red, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"Redmi Note 7S (Sapphire Blue, 32 GB)  (3 GB RAM)",N/A,62% off,"₹11,999",4.4
"Redmi 8A (Midnight Black, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.4
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)  (6 GB RAM)","₹24,999",12% off,"₹21,998",4.2
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)  (8 GB RAM)","₹26,999",22% off,"₹20,990",4.2
"11 Lite NE (Jazz Blue, 128 GB)  (8 GB RAM)","₹33,999",35% off,"₹21,999",4.1
"Redmi Note 9 Pro (Glacier White, 64 GB)  (4 GB RAM)","₹16,999",17% off,"₹13,999",4.3
"11 Lite NE (Tuscany Coral, 128 GB)  (8 GB RAM)","₹33,999",26% off,"₹25,000",4.1
"Redmi Note 5 Pro (Lake Blue, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.5
"Redmi Note 9 Pro (Interstellar Black, 128 GB)  (6 GB RAM)","₹17,999",11% off,"₹15,990",4.3
"Redmi Note 7 Pro (Neptune Blue, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"Redmi Note 6 Pro (Rose Gold, 64 GB)  (6 GB RAM)",N/A,33% off,"₹17,999",4.5
"11 Lite NE (Vinyl Black, 128 GB)  (8 GB RAM)","₹33,999",31% off,"₹23,374",4.1
"Redmi Note 7 (Onyx Black, 32 GB)  (3 GB RAM)",N/A,55% off,"₹12,999",4.4
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)  (6 GB RAM)","₹24,999",16% off,"₹20,995",4.2
"Redmi Note 11 PRO Plus 5G (PHANTOM WHITE, 256 GB)  (8 GB RAM)","₹28,999",31% off,"₹19,999",4.2
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)  (6 GB RAM)","₹24,999",16% off,"₹20,995",4.2
"Redmi Note 11 PRO Plus 5G (PHANTOM WHITE, 256 GB)  (8 GB RAM)","₹28,999",31% off,"₹19,999",4.2
"Redmi Note 7S (Onyx Black, 32 GB)  (3 GB RAM)","₹11,499",26% off,"₹8,500",4.4
"Redmi Y3 (Elegant Blue, 32 GB)  (3 GB RAM)",N/A,N/A,"₹10,190",4.4
"Redmi Note 6 Pro (Red, 64 GB)  (6 GB RAM)",N/A,33% off,"₹17,999",4.5
"Redmi Note 5 Pro (Red, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"11 Lite NE (Diamond Dazzle, 128 GB)  (6 GB RAM)","₹31,999",29% off,"₹22,500",3.7
"11 Lite NE (Vinyl Black, 128 GB)  (6 GB RAM)","₹31,999",25% off,"₹23,999",3.7
"11 Lite NE (Jazz Blue, 128 GB)  (6 GB RAM)","₹30,999",22% off,"₹23,999",3.7
"MI4 (White, 16 GB)  (3 GB RAM)",N/A,55% off,"₹14,999",4.1
"11 Lite NE (Tuscany Coral, 128 GB)  (6 GB RAM)","₹30,999",22% off,"₹23,999",3.7
"11 Lite NE (Diamond Dazzle, 128 GB)  (8 GB RAM)","₹33,999",3% off,"₹32,900",4.1
"Redmi Note 7 Pro (Space Black, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"Mi 10T Pro (Lunar Silver, 128 GB)  (8 GB RAM)",N/A,18% off,"₹47,999",4.2
"Mi 10 (Coral Green, 256 GB)  (8 GB RAM)",N/A,N/A,"₹59,999",4.1
"Redmi Note 11 PRO Plus 5G (Mirage Blue, 128 GB)  (6 GB RAM)","₹24,998",27% off,"₹17,999",4.2
"Redmi Y3 (Elegant Blue, 64 GB)  (4 GB RAM)","₹13,999",11% off,"₹12,449",4.3
"Redmi Note 6 Pro (Red, 64 GB)  (4 GB RAM)",N/A,30% off,"₹15,999",4.5
"Mi 10 (Twilight Grey, 128 GB)  (8 GB RAM)",N/A,20% off,"₹54,999",4.1
"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)  (6 GB RAM)","₹24,999",24% off,"₹18,799",4.2
"Xiaomi 12 Pro 5G (Opera Mauve, 256 GB)  (12 GB RAM)","₹84,999",44% off,"₹46,990",4.1
"Redmi 7 (Eclipse Black, 32 GB)  (2 GB RAM)","₹9,999",35% off,"₹6,490",4.3
"Redmi Note 6 Pro (Black, 64 GB)  (4 GB RAM)",N/A,30% off,"₹15,999",4.5
"Redmi Y3 (Prime Black, 32 GB)  (3 GB RAM)",N/A,N/A,"₹9,999",4.4
"Redmi Y2 (Black, 32 GB)  (3 GB RAM)",N/A,62% off,"₹10,499",4.5
"Redmi K20 (Pearl White, 64 GB)  (6 GB RAM)",N/A,23% off,"₹22,999",4.5
"Redmi 3S (Dark Grey, 16 GB)  (2 GB RAM)",N/A,64% off,"₹6,999",4.3
"Mi Max (Dark Grey, 32 GB)  (3 GB RAM)",N/A,N/A,"₹14,999",4.3
"Redmi K20 (Glacier Blue, 64 GB)  (6 GB RAM)",N/A,23% off,"₹22,999",4.5
"Redmi K20 (Carbon Black, 64 GB)  (6 GB RAM)",N/A,23% off,"₹22,999",4.5
"Mi 10i (Midnight Black, 64 GB)  (6 GB RAM)","₹23,999",12% off,"₹20,990",4.3
"Redmi K20 Pro (Pearl White, 128 GB)  (6 GB RAM)",N/A,20% off,"₹28,999",4.5
"Redmi K20 Pro (Pearl White, 256 GB)  (8 GB RAM)",N/A,N/A,"₹31,999",4.5
"Mi Max (Silver, 32 GB)  (3 GB RAM)",N/A,55% off,"₹14,999",4.3
"Redmi Note 11 PRO Plus 5G (Mirage Blue, 256 GB)  (8 GB RAM)","₹24,986",3% off,"₹23,999",4.2
"Redmi K20 (Glacier Blue, 128 GB)  (6 GB RAM)",N/A,23% off,"₹24,999",4.5
"Redmi Note 9 Pro (Interstellar Black, 128 GB)  (4 GB RAM)",N/A,N/A,"₹14,340",4.3
"Mi 10i (Atlantic Blue, 64 GB)  (6 GB RAM)",N/A,N/A,"₹23,999",4.3
"Redmi 8A (Ocean Blue, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.4
"Redmi 10 Prime (Bifrost Blue, 128 GB)  (6 GB RAM)","₹18,999",35% off,"₹12,331",4.2
"MI3 (Metallic Grey, 16 GB)  (2 GB RAM)",N/A,30% off,"₹16,999",4.4
"Redmi 10 Prime (Phantom Black, 128 GB)  (6 GB RAM)","₹16,999",27% off,"₹12,331",4.2
"Redmi Note 7 (Ruby Red, 32 GB)  (3 GB RAM)",N/A,55% off,"₹12,999",4.4
"Redmi Note 7 Pro (MOONLIGHT WHITE, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"Redmi Note 7S (Sapphire Blue, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.4
"Mi 5 (Gold, 32 GB)  (3 GB RAM)",N/A,N/A,"₹24,999",4.3
"Mi A2 (Rose Gold, 64 GB)  (4 GB RAM)",N/A,N/A,"₹17,499",4.2
"Redmi Note 7 Pro (Neptune Blue, 128 GB)  (6 GB RAM)",N/A,N/A,"₹13,999",4.5
"Redmi Note 7S (Moonlight White, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.4
"Mi 4i (Blue, 16 GB)  (2 GB RAM)",N/A,N/A,"₹12,999",4.2
"Redmi Note 7 Pro (Moonlight White, 64 GB)  (4 GB RAM)",N/A,30% off,"₹15,999",4.5
"Redmi 8A (Sunset Red, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.4
"Redmi Y2 (Blue, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,499",4.4
"Redmi Note 8 (Space Black, 128 GB)  (6 GB RAM)",N/A,30% off,"₹15,999",4.4
"Redmi 8A Dual (Midnight Grey, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.2
"Redmi 3S Prime (Silver, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.3
"Mi 4i (Grey, 32 GB)  (2 GB RAM)",N/A,55% off,"₹14,999",4.2
"Redmi Y2 (Rose Gold, 64 GB)  (4 GB RAM)",N/A,N/A,"₹13,499",4.4
"Redmi 6 (Gold, 64 GB)  (3 GB RAM)",N/A,62% off,"₹10,499",4.4
"Redmi Note 5 Pro (Blue, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"Redmi Note 5 Pro (Gold, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.5
"Redmi Note 5 (Rose Gold, 64 GB)  (4 GB RAM)",N/A,62% off,"₹11,999",4.4
"Redmi Y2 (Dark Grey, 64 GB)  (4 GB RAM)",N/A,N/A,"₹13,600",4.4
"Mi 4i (Grey, 16 GB)  (2 GB RAM)",N/A,55% off,"₹12,999",4.2
"Redmi Note 5 Pro (Red, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.5
"Mi A2 (Black, 64 GB)  (4 GB RAM)",N/A,30% off,"₹17,499",4.2
"Mi A2 (Black, 128 GB)  (6 GB RAM)",N/A,N/A,"₹20,500",4.1
"Redmi Note 5 (Blue, 64 GB)  (4 GB RAM)",N/A,N/A,"₹11,999",4.4
"Redmi Note 8 (Neptune Blue, 128 GB)  (6 GB RAM)",N/A,N/A,"₹15,999",4.4
"Mi 10 (Twilight Grey, 256 GB)  (8 GB RAM)",N/A,N/A,"₹59,999",4.1
"Redmi Note 5 (Blue, 32 GB)  (3 GB RAM)",N/A,62% off,"₹10,999",4.4
"�9A (Midnight Black, 32 GB)  (3 GB RAM)",N/A,N/A,"₹9,499",3.8
"Redmi 8A Dual (Sea Blue, 32 GB)  (3 GB RAM)",N/A,50% off,"₹8,999",4.2
"MI 11X 5G (CELESTIAL SILVER, 128 GB)  (6 GB RAM)",N/A,N/A,"₹24,999",4.2
"Redmi 8 (Onyx Black, 64 GB)  (4 GB RAM)",N/A,62% off,"₹10,999",4.4
"Redmi Note 8 (Moonlight White, 32 GB)  (3 GB RAM)","₹11,999",N/A,"₹11,990",4.4
"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)  (8 GB RAM)","₹31,999",25% off,"₹23,990",4.2
"(Refurbished) Mi 11 Lite NE (Vinyl Black, 128 GB)  (8 GB RAM)","₹24,999",52% off,"₹11,799",3.5
"(Refurbished) Mi Redmi Note 9 Pro (Interstellar Black, 128 GB)  (4 GB RAM)","₹14,999",50% off,"₹7,499",3.7
"(Refurbished) Mi 10T (Cosmic Black, 128 GB)  (8 GB RAM)","₹31,999",51% off,"₹15,499",4
"(Refurbished) Mi 11i 5G (Camo Green, 128 GB)  (8 GB RAM)","₹24,999",44% off,"₹13,999",3.5
"(Refurbished) Mi Mi 11X (LUNAR WHITE, 128 GB)  (8 GB RAM)","₹24,999",38% off,"₹15,499",3.5
"(Refurbished) Mi 11i 5G (Purple Mist, 128 GB)  (6 GB RAM)","₹29,999",50% off,"₹14,999",3.5
"REDMI 13C (Stardust Black, 128 GB)  (4 GB RAM)","₹11,999",40% off,"₹7,199",4.3
"REDMI 13C (Starfrost White, 128 GB)  (4 GB RAM)","₹11,999",40% off,"₹7,199",4.3
"REDMI 13C (Starshine Green, 128 GB)  (4 GB RAM)","₹11,999",40% off,"₹7,199",4.3
"REDMI 12 (Moonstone Silver, 128 GB)  (6 GB RAM)","₹15,999",50% off,"₹7,999",4.2
"REDMI 12 (Pastel Blue, 128 GB)  (6 GB RAM)","₹15,999",50% off,"₹7,999",4.2
"REDMI 13c 5G (Startrail Silver, 128 GB)  (6 GB RAM)","₹15,999",33% off,"₹10,675",4.2
"REDMI 13c 5G (Starlight Black, 128 GB)  (6 GB RAM)","₹15,999",33% off,"₹10,686",4.2
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)  (8 GB RAM)","₹28,999",34% off,"₹18,999",4.3
"REDMI Note 13 Pro 5G (Midnight Black, 128 GB)  (8 GB RAM)","₹28,999",34% off,"₹18,869",4.3
"REDMI 12 (Jade Black, 128 GB)  (6 GB RAM)","₹15,999",50% off,"₹7,999",4.2
"REDMI 13c 5G (Startrail Green, 128 GB)  (4 GB RAM)","₹13,999",30% off,"₹9,698",4.3
"REDMI 13c 5G (Startrail Silver, 256 GB)  (8 GB RAM)","₹15,999",12% off,"₹13,975",4.2
"REDMI 13c 5G (Startrail Silver, 128 GB)  (4 GB RAM)","₹13,999",30% off,"₹9,680",4.3
"REDMI 13c 5G (Startrail Green, 256 GB)  (8 GB RAM)","₹15,999",20% off,"₹12,779",4.2
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)  (8 GB RAM)","₹28,999",35% off,"₹18,845",4.3
"REDMI 13C 5G (Startrail Green, 256 GB)  (8 GB RAM)","₹17,999",25% off,"₹13,499",4.2
"REDMI 13 5G (Black Diamond, 128 GB)  (8 GB RAM)","₹19,999",25% off,"₹14,999",4.2
"REDMI Note 13 5G (Arctic White, 256 GB)  (12 GB RAM)","₹24,999",30% off,"₹17,390",4.1
"REDMI Note 13 5G (Arctic White, 128 GB)  (6 GB RAM)","₹20,999",29% off,"₹14,799",4.2
"REDMI Note 13 5G (Prism Gold, 128 GB)  (6 GB RAM)","₹20,999",19% off,"₹16,990",4.2
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)  (12 GB RAM)","₹32,999",34% off,"₹21,727",4.3
"REDMI 13C (Starfrost White, 128 GB)  (6 GB RAM)","₹13,999",39% off,"₹8,499",4.2
"REDMI 13 5G (Orchid Pink, 128 GB)  (8 GB RAM)","₹19,999",25% off,"₹14,999",4.2
"REDMI A3 (Lake Blue, 128 GB)  (6 GB RAM)","₹11,999",33% off,"₹7,921",4
"REDMI Note 13 5G (Stealth Black, 256 GB)  (8 GB RAM)","₹22,999",28% off,"₹16,490",4.2
"REDMI 13C (Starshine Green, 128 GB)  (6 GB RAM)","₹13,999",39% off,"₹8,499",4.2
"REDMI Note 13 5G (Chromatic Purple, 128 GB)  (6 GB RAM)","₹20,999",28% off,"₹14,918",4.2
"REDMI 13C 5G (Startrail Silver, 128 GB)  (4 GB RAM)","₹13,999",35% off,"₹8,999",4.3
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)  (12 GB RAM)","₹32,999",32% off,"₹22,200",4.3
"REDMI 13c 5G (Startrail Green, 128 GB)  (6 GB RAM)","₹15,999",33% off,"₹10,582",4.2
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)  (8 GB RAM)","₹30,999",31% off,"₹21,124",4.3
"REDMI 13 5G (Orchid Pink, 128 GB)  (8 GB RAM)","₹19,999",26% off,"₹14,700",4.2
"REDMI A3 (Olive Green, 128 GB)  (6 GB RAM)","₹11,999",34% off,"₹7,889",4
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)  (8 GB RAM)","₹30,999",19% off,"₹24,999",4.3
"REDMI 13 5G (Orchid Pink, 128 GB)  (6 GB RAM)","₹17,999",26% off,"₹13,176",4.2
"REDMI 13C 5G (Startrail Green, 128 GB)  (4 GB RAM)","₹13,999",35% off,"₹8,999",4.3
"REDMI 13C 5G (Starlight Black, 128 GB)  (4 GB RAM)","₹13,999",35% off,"₹8,999",4.3
"REDMI 13C 5G (Starlight Black, 128 GB)  (4 GB RAM)","₹13,999",35% off,"₹8,999",4.3
"REDMI 12 5G (Jade Black, 128 GB)  (6 GB RAM)","₹17,999",30% off,"₹12,499",4.2
"REDMI Note 13 5G (Prism Gold, 256 GB)  (12 GB RAM)","₹24,999",31% off,"₹17,230",4.1
"REDMI 13 5G (Black Diamond, 128 GB)  (6 GB RAM)","₹17,999",25% off,"₹13,499",4.2
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)  (8 GB RAM)","₹28,999",20% off,"₹22,999",4.3
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)  (12 GB RAM)","₹32,999",34% off,"₹21,734",4.3
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)  (8 GB RAM)","₹33,999",27% off,"₹24,499",4.2
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)","₹33,999",17% off,"₹27,999",4.2
"REDMI 12 (Pastel Blue, 128 GB)  (6 GB RAM)","₹15,999",44% off,"₹8,933",4.2
"REDMI 12 5G (Pastel Blue, 256 GB)  (8 GB RAM)","₹19,999",35% off,"₹12,999",4.2
"REDMI 13C 5G (Startrail Silver, 128 GB)  (6 GB RAM)","₹15,999",28% off,"₹11,499",4.2
"REDMI 13C 5G (Starlight Black, 256 GB)  (8 GB RAM)","₹17,999",25% off,"₹13,499",4.2
"REDMI Note 13 Pro 5G (Midnight Black, 128 GB)  (8 GB RAM)","₹28,999",20% off,"₹22,999",4.3
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)  (8 GB RAM)","₹28,999",20% off,"₹22,999",4.3
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)  (12 GB RAM)","₹32,999",21% off,"₹25,999",4.3
"REDMI Note 12 5G (Matte Black, 256 GB)  (8 GB RAM)","₹23,999",35% off,"₹15,499",4.1
"REDMI A3 (Midnight Black, 128 GB)  (6 GB RAM)","₹11,999",34% off,"₹7,870",4
"REDMI 13 5G (Black Diamond, 128 GB)  (8 GB RAM)","₹19,999",28% off,"₹14,378",4.2
"REDMI 12 5G (Moonstone Silver, 128 GB)  (6 GB RAM)","₹17,999",30% off,"₹12,499",4.2
"REDMI 13C 5G (Startrail Green, 128 GB)  (6 GB RAM)","₹15,999",28% off,"₹11,499",4.2
"REDMI 13 5G (Hawaiian Blue, 128 GB)  (8 GB RAM)","₹19,999",30% off,"₹13,845",4.2
"REDMI Note 13 Pro 5G (Scarlet Red, 128 GB)  (8 GB RAM)","₹28,999",20% off,"₹22,999",4.3
"REDMI Note 13 5G (Arctic White, 256 GB)  (8 GB RAM)","₹22,999",25% off,"₹17,188",4.2
"REDMI 13C 5G (Startrail Silver, 256 GB)  (8 GB RAM)","₹17,999",25% off,"₹13,499",4.2
"REDMI A3X (Midnight Black, 64 GB)  (3 GB RAM)","₹9,999",30% off,"₹6,999",4.2
"REDMI Note 13 5G (Prism Gold, 256 GB)  (8 GB RAM)","₹22,999",25% off,"₹17,130",4.2
"REDMI 13 5G (Black Diamond, 128 GB)  (6 GB RAM)","₹17,999",28% off,"₹12,824",4.2
"REDMI Note 13 5G (Prism Gold, 256 GB)  (12 GB RAM)","₹24,999",24% off,"₹18,999",4.1
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)  (8 GB RAM)","₹30,999",19% off,"₹24,999",4.3
"REDMI Note 13 Pro+ 5G (Fusion Purple, 512 GB)  (12 GB RAM)","₹37,999",15% off,"₹31,999",4.2
"REDMI 13 5G (Hawaiian Blue, 128 GB)  (6 GB RAM)","₹17,999",29% off,"₹12,675",4.2
"REDMI A3X (Midnight Black, 128 GB)  (4 GB RAM)","₹10,999",27% off,"₹7,999",4.1
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)  (8 GB RAM)","₹30,999",29% off,"₹21,868",4.3
"REDMI Note 13 Pro+ 5G (Fusion White, 512 GB)  (12 GB RAM)","₹37,999",15% off,"₹31,999",4.2
"REDMI Note 13 Pro+ 5G (Fusion Black, 512 GB)  (12 GB RAM)","₹37,999",15% off,"₹31,999",4.2
"REDMI 13 5G (Orchid Pink, 128 GB)  (8 GB RAM)","₹19,999",25% off,"₹14,980",4.2
"REDMI Note 12 5G (Frosted Green, 256 GB)  (8 GB RAM)","₹23,999",35% off,"₹15,499",4.1
"REDMI A3 (Midnight Black, 128 GB)  (6 GB RAM)","₹11,999",34% off,"₹7,869",4
"REDMI Note 13 Pro+ 5G (Fusion Purple, 512 GB)  (12 GB RAM)","₹37,999",23% off,"₹28,990",4.2
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)  (8 GB RAM)","₹30,999",31% off,"₹21,232",4.3
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)  (8 GB RAM)","₹33,999",17% off,"₹27,999",4.2
"REDMI 12 (Jade Black, 128 GB)  (6 GB RAM)","₹15,999",39% off,"₹9,690",4.2
"REDMI 12 5G (Jade Black, 128 GB)  (6 GB RAM)","₹17,999",22% off,"₹13,990",4.2
"REDMI 12 5G (Jade Black, 256 GB)  (8 GB RAM)","₹19,999",27% off,"₹14,499",4.2
"REDMI 12 5G (Pastel Blue, 128 GB)  (6 GB RAM)","₹17,999",30% off,"₹12,499",4.2
"REDMI 12 (Jade Black, 128 GB)  (4 GB RAM)","₹14,999",36% off,"₹9,499",4.3
"REDMI A3X (Starry White, 64 GB)  (3 GB RAM)","₹9,999",30% off,"₹6,999",4.2
"REDMI A3X (Ocean Green, 64 GB)  (3 GB RAM)","₹9,999",30% off,"₹6,999",4.2
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)","₹33,999",29% off,"₹24,132",4.2
"REDMI 12 5G (Moonstone Silver, 128 GB)  (6 GB RAM)","₹17,999",28% off,"₹12,950",4.2
"REDMI A3X (Starry White, 64 GB)  (3 GB RAM)","₹9,999",30% off,"₹6,999",4.2
"REDMI 13C (Stardust Black, 128 GB)  (4 GB RAM)","₹11,999",29% off,"₹8,499",4.3
"REDMI Note 13 Pro+ 5G (Fusion Black, 512 GB)  (12 GB RAM)","₹37,999",25% off,"₹28,408",4.2
"REDMI A3 (Lake Blue, 128 GB)  (6 GB RAM)","₹11,999",25% off,"₹8,999",4
"REDMI 12 5G (Moonstone Silver, 256 GB)  (8 GB RAM)","₹18,999",24% off,"₹14,299",4.2
"REDMI 13 5G (Orchid Pink, 128 GB)  (6 GB RAM)","₹17,999",25% off,"₹13,499",4.2
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)  (12 GB RAM)","₹35,999",27% off,"₹26,228",4.2
"REDMI Note 13 5G (Chromatic Purple, 256 GB)  (8 GB RAM)","₹23,026",32% off,"₹15,572",4.2
"REDMI A3 (Midnight Black, 128 GB)  (6 GB RAM)","₹11,999",25% off,"₹8,999",4
"REDMI Note 12 5G (Mystique Blue, 256 GB)  (8 GB RAM)","₹23,999",35% off,"₹15,497",4.1
"REDMI A2 (Classic Black, 64 GB)  (4 GB RAM)","₹10,999",27% off,"₹7,990",4.2
"REDMI 12C (Matte Black, 64 GB)  (4 GB RAM)","₹13,999",40% off,"₹8,299",4.2
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)  (8 GB RAM)","₹33,999",28% off,"₹24,297",4.2
